Summary,Description
"Research: GuardDuty integration","Be sure to review all documentation for the security module prior to implementation:
WHAT:
* [README](https://sourcefuse.github.io/arc-docs/arc-iac-docs/modules/terraform-aws-arc-security/)
* [Module usage guide](https://sourcefuse.github.io/arc-docs/arc-iac-docs/modules/terraform-aws-arc-security/docs/module-usage-guide/)

DONE WHEN:
* You understand how to implement the ARC Security module
"
